Name,RMM,pKa_donor,pKa_acceptor,fu,log10(human inferred CLh_int [L/s]),logD74
mol7199,1.69E+03,9.20180404,5.313343737,0.764342916,-1.001076898,2.92733804
mol7200,3.61E+02,0.179496044,3.742915794,0.154889143,-2.306706315,-1.358961719
mol7201,6.05E+02,1.763802729,8.714902039,0.509711311,-2.127339171,0.292155357
mol7202,4.13E+02,12.83397988,9.356417313,0.464785699,-2.884337115,2.655696313
mol7203,5.50E+02,12.9398829,7.02229946,0.119612164,-1.450278529,0.507571099
mol7204,2.26E+02,11.97633472,0.049042171,0.183502302,-1.656424697,1.466909168
mol7205,4.42E+02,3.313943847,1.973842054,0.03638477,-1.687907371,1.73154162
mol7206,1.95E+02,11.748425,6.981370779,0.549458823,-1.313463297,2.366237583
mol7207,4.12E+02,2.088134822,0.26703622,0.09125751,-2.937723098,-0.548666854
mol7208,3.59E+02,8.4273258,0.315475063,0.096373149,-0.821179061,1.478334476
mol7209,2.61E+02,0.458613026,5.256362554,0.928410513,-2.648159426,-1.124110664
mol7210,7.76E+02,0.205702123,2.084708497,0.003274597,-2.775535014,1.983957454
mol7211,2.17E+02,13.87426772,8.641535329,0.710402617,-2.858020473,0.210511116
mol7212,4.69E+02,6.868506036,0.792966526,0.021738225,-0.949491807,3.260370166
mol7213,2.57E+02,1.189317606,2.661915076,0.975662918,-1.449003362,-1.600682829
mol7214,2.45E+02,13.26276735,4.023894605,0.045483194,-1.88739906,2.363662076
mol7215,1.87E+03,1.863952965,5.335663789,0.022127372,-2.233857294,-0.632563847
mol7216,6.05E+02,5.875293397,0.410094078,0.022351759,-0.417280121,5.155606117
mol7217,7.26E+02,11.87198017,8.201782619,0.483444275,-1.348265265,3.070309763
mol7218,1.87E+03,8.332717232,0.372827738,0.056439863,-2.30176395,2.119754992
mol7219,5.23E+02,3.243172883,9.693652581,0.199970197,2.279865499,-0.898268302
mol7220,3.86E+02,13.94217905,8.904188887,0.012241262,0.236150275,5.099115564
mol7221,2.65E+02,10.80733241,9.362252516,0.078891593,-2.618900434,0.130842076
mol7222,3.50E+02,9.874031873,3.401542216,0.992367134,-2.10036209,0.041433527
mol7223,5.14E+02,5.515714953,0.157175824,0.012289203,-1.454197063,3.996517163
mol7224,3.59E+02,13.17738463,8.693687675,0.319837574,-2.916745798,-0.822464545
mol7225,5.08E+02,2.599053185,1.4334469,0.206359808,-1.241910922,2.226211078
mol7226,2.49E+02,13.5225557,8.425763565,0.435956453,-1.854406125,0.93508846
mol7227,2.32E+02,1.753128961,5.444470474,0.336050317,-1.284796472,-2.657229823
mol7228,5.06E+02,6.183722092,4.171548538,0.116898957,-2.219052503,4.074801464
mol7229,1.24E+02,10.94172139,10.93109333,0.396316278,0.10707921,-1.189733564
mol7230,3.40E+02,13.85315803,3.462706659,0.91265404,-0.962417823,0.309626541
mol7231,3.91E+02,2.963768146,0.116806091,0.061341654,-0.592906656,4.203552119
mol7232,4.47E+02,11.20200519,10.48940776,0.148469602,-1.236564847,2.984933022
mol7233,2.91E+02,0.795099163,2.045745791,0.070654965,-0.923977851,1.00932284
mol7234,2.42E+02,2.644973916,7.902831324,0.701911264,-0.857946313,-2.130411223
mol7235,1.89E+02,11.52740607,9.275530522,0.192113511,2.747006276,-0.381593207
mol7236,1.58E+03,12.71695433,1.312326044,0.100058578,-2.218635965,1.658006971
mol7237,3.30E+02,0.679463622,0.751357855,0.699645949,-2.266322803,-0.019601004
mol7238,2.45E+02,13.13303932,9.212899164,0.521056257,-1.314447322,-1.157921171
mol7239,7.38E+02,2.711629749,9.228008838,0.659663335,-3.155252643,-1.100857381
mol7240,3.69E+02,11.28621359,4.36731622,0.860706898,-1.427811662,0.527840232
mol7241,2.20E+02,12.67914647,8.764924109,0.883972922,-0.641972491,0.577281528
mol7242,3.38E+02,6.284985742,7.35440976,0.027581904,-1.335538636,1.901555268
mol7243,1.46E+02,2.667652416,0.520566237,0.688348789,-2.716706322,-1.869774809
mol7244,4.36E+02,8.653482696,6.907778979,0.246205989,-1.967973453,0.627489788
mol7245,3.53E+02,13.52093084,2.782081665,0.098983041,-1.230038461,2.830127914
mol7246,3.40E+02,11.86022705,0.873509112,0.237240005,-1.105396765,2.030660287
mol7247,2.50E+02,6.236103379,10.59886684,0.840697034,-1.558708844,-1.403808725
mol7248,7.01E+02,12.66887565,3.162356397,0.035195568,-1.551567947,4.614197172
mol7249,4.62E+02,4.828996862,7.047213336,0.06189861,-1.883080418,0.100402019
mol7250,1.17E+03,2.955938333,3.793814115,0.111274513,-1.386470948,2.745927146
mol7251,3.40E+02,12.84831502,4.643965983,0.163613194,-3.207220932,1.447981555
mol7252,2.62E+02,10.66668486,0.102929919,0.096865892,-1.674264491,2.564428713
mol7253,3.80E+02,12.18616497,5.506318455,0.096837439,-0.030193516,2.826571694
mol7254,4.22E+02,13.97084562,1.989143788,0.675475108,-0.245806424,3.548752816
mol7255,4.50E+02,8.629052102,5.479587333,0.007859003,-2.408728156,1.920952648
mol7256,8.16E+02,6.727725304,9.351122344,0.082052822,-1.794426855,0.73857626
mol7257,3.98E+02,1.452631318,1.575186604,0.022503607,-0.530979718,-0.41027226
mol7258,3.14E+02,5.691014466,8.468271686,0.445330081,-2.221043756,0.918653091
mol7259,6.51E+02,4.29414916,10.74224947,0.310708777,-0.550038217,-1.671618369
mol7260,2.41E+02,12.62132166,1.236531238,0.252354562,-1.840005528,1.367805616
mol7261,4.89E+02,2.701462184,5.706550455,0.03016958,-2.195543332,2.583604957
mol7262,3.60E+02,13.6852628,9.407457499,0.687292902,0.521381443,3.961426113
mol7263,3.40E+02,12.2787542,6.730006918,0.00918598,-2.115106641,4.299018599
mol7264,2.83E+02,13.14822417,5.863489366,0.010570588,-2.364864491,3.898434445
mol7265,1.58E+02,3.007977303,1.011738025,0.939211318,-1.353365669,-1.789498244
mol7266,4.98E+02,9.149327231,0.422212773,0.113234994,0.389412932,4.253779398
mol7267,1.06E+03,13.77480709,9.312533472,0.181856739,-1.995910891,2.11555391
mol7268,4.24E+02,11.02981412,8.075595008,0.030926632,-0.569881818,1.774947097
mol7269,3.32E+02,6.951472749,0.983157305,0.306922722,2.553257659,1.05592278
mol7270,2.66E+02,9.020783878,5.233989283,0.472797225,-0.792918597,-1.890029234
mol7271,1.82E+02,12.78880513,8.270336158,0.792496666,-1.584398887,-0.501197396
mol7272,3.43E+02,3.039447869,0.665471517,0.141886853,-1.837041939,0.15052866
mol7273,2.09E+02,12.36175332,4.342173421,0.268064254,1.177486552,-0.976921322
mol7274,4.23E+02,3.512785446,5.554094551,0.073198726,0.595238529,2.053588897
mol7275,6.35E+02,10.16444785,6.825943811,0.695442182,0.127797549,0.544705273
mol7276,2.22E+02,13.7786553,0.2806573,0.098370062,0.310367561,2.026768749
mol7277,3.55E+02,3.545802699,6.667731873,0.824826824,-1.870192839,-1.050693386
mol7278,2.80E+02,4.515791902,8.61842198,0.692398545,2.828090697,0.029084237
mol7279,2.61E+02,6.662120111,8.419681335,0.944690777,-0.03573555,9.41E-04
mol7280,3.66E+02,6.429656729,9.050941814,0.266287007,0.31887526,2.646870501
mol7281,4.41E+02,11.69021609,4.674872472,0.492666873,-1.950858956,2.454369176
mol7282,2.65E+02,2.143849366,0.614432579,0.915223215,-1.920325169,-0.908642517
mol7283,2.94E+02,13.4091999,7.161631013,0.128041089,2.639911518,2.156422205
mol7284,4.26E+02,10.65729415,9.132384814,0.048373989,-2.33405367,3.22997496
mol7285,3.91E+02,1.474690935,0.290160332,0.243388269,-2.219950721,1.140780172
mol7286,4.07E+02,12.64237725,7.865613413,0.724622902,-0.604936875,3.090011711
mol7287,3.65E+02,13.53098666,12.24066025,0.599585897,-1.3216813,2.718334052
mol7288,1.93E+02,10.95159327,6.223085103,0.995584125,-1.949233223,-1.004088742
mol7289,2.88E+02,3.286088433,1.230866058,0.985976509,-2.014553163,0.504258425
mol7290,1.75E+02,13.36542954,10.16594706,0.398976414,-2.73576267,1.796860711
mol7291,2.15E+02,10.04237341,2.083842311,0.538708674,-0.966346199,-1.057006709
mol7292,5.14E+02,13.66986174,0.703157823,0.118356811,-1.678969765,0.762708952
mol7293,1.78E+03,11.95121781,0.800244553,0.05778068,1.202175293,1.607085638
mol7294,3.28E+02,1.891928616,9.395274248,0.229690278,-2.246616292,-0.4080886
mol7295,8.06E+02,12.85591663,9.790919889,0.063161304,-0.696259233,0.940737613
mol7296,4.69E+02,9.747215282,8.498897333,0.077424028,-0.457330633,4.220921656
mol7297,1.92E+02,0.432219989,8.035418578,0.868456123,-3.258698473,-2.507653135
mol7298,3.65E+02,5.623091989,8.506869888,0.107139624,-1.899484405,1.056695444
mol7299,3.98E+02,2.494079104,0.866132919,0.071146376,-1.905656976,1.488580404
mol7300,6.46E+02,11.43323565,0.887805813,0.421175862,2.66409588,2.039655902
mol7301,4.80E+02,13.88551404,8.900606383,0.062085168,-1.5230562,5.16089684
mol7302,2.52E+02,13.96020133,9.972555713,0.207740888,0.47934226,2.645037552
mol7303,5.44E+02,10.83696149,9.375903785,0.532905784,-2.876432654,-1.425681317
mol7304,2.17E+02,12.26668181,7.458527635,0.989868976,-0.861283245,-0.865504563
mol7305,5.01E+02,12.18629642,9.344211277,0.513595012,-2.239656703,1.33254025
mol7306,4.45E+02,6.799335628,0.055045444,0.136637523,2.786455493,3.073098003
mol7307,3.48E+02,12.81875933,1.291154088,0.56804329,-1.093844395,0.199839256
mol7308,2.43E+02,5.570418346,9.574016213,0.027222284,-0.77487626,2.291151033
mol7309,3.93E+02,8.987274899,0.310832486,0.881462822,-0.944381688,0.651621943
mol7310,2.70E+02,10.55593571,0.968362113,0.063778013,2.658590876,1.91837888
mol7311,3.60E+02,11.37630693,8.548467367,0.961903958,-3.096917236,0.196213989
mol7312,3.78E+02,10.72701977,1.361831094,0.069973769,-1.394267102,2.481826591
mol7313,2.57E+02,13.75160003,6.09554114,0.947051761,-0.255519638,-0.153821178
mol7314,2.26E+02,3.955370852,11.89226156,0.410186716,0.703907822,-1.035407935
mol7315,3.43E+02,8.419874484,9.636294398,0.669475616,-1.588135557,-1.234691367
mol7316,3.05E+02,0.342371896,0.557885388,0.024602376,-2.239142817,-0.768672839
mol7317,4.64E+02,1.203983373,5.40229193,0.262139012,-2.675267387,-0.449117141
mol7318,3.55E+02,13.3604878,12.9425956,0.108392544,-2.313348892,1.716435179
mol7319,3.90E+02,13.39961476,8.498118519,0.113508426,2.477129927,1.191758533
mol7320,4.49E+02,10.10466823,9.84006344,0.046642998,-1.070296368,1.59850466
mol7321,4.35E+02,10.67315961,8.681107668,0.024063243,0.933093234,3.501375627
mol7322,4.91E+02,5.097661968,7.953841972,0.651632239,-2.823461211,1.777443827
mol7323,6.23E+02,4.877884504,7.772679563,0.115501986,-1.459296235,1.839026406
mol7324,4.32E+02,9.325919019,9.394796695,0.151330819,-1.218911809,1.590297709
mol7325,7.06E+02,13.48139413,6.673669164,0.652432585,-1.435252231,3.699647214
mol7326,2.90E+02,10.85031593,7.153792575,0.511176721,0.808752332,0.799603053
mol7327,96.00536982,13.39806628,0.563178944,0.498138179,2.799346593,2.080609025
mol7328,4.91E+02,10.81306361,1.430065507,0.596371213,1.568446585,-1.607675157
mol7329,2.77E+02,13.86257587,8.340790539,0.120427079,2.927287238,6.258703527
mol7330,2.92E+02,6.66701305,9.473175612,0.918059404,-1.07658943,-0.608209329
mol7331,4.43E+02,13.20512333,4.376907037,0.033879971,-0.791514243,2.285890166
mol7332,1.24E+02,13.39070918,7.615983719,0.471280052,1.511052833,1.376935462
mol7333,5.33E+02,13.21858606,8.293818999,0.699957394,-2.44454569,4.013069455
mol7334,3.30E+02,3.487821081,9.342576316,0.032835201,-3.051184164,-1.023749116
mol7335,5.29E+02,9.712108494,6.07939469,0.803561029,-2.013058566,1.362428158
mol7336,4.46E+02,0.179881885,0.696710114,0.939290568,-2.132297906,-0.310783125
mol7337,4.33E+02,2.649674326,0.482879784,0.304487447,-0.520113343,-2.325806759
mol7338,5.29E+02,13.32966413,8.969192648,0.005972972,-0.089159891,4.969723489
mol7339,5.13E+02,3.105020161,8.439417012,0.895633172,-0.85945769,-0.15160233
mol7340,3.88E+02,6.118499449,7.965592659,0.02591733,2.419644162,0.056783394
mol7341,3.35E+02,12.50077545,11.34392397,0.545066154,0.054823375,4.328699521
mol7342,1.78E+02,11.8983589,7.315648748,0.910610287,-2.065803725,0.187123496
mol7343,2.82E+02,1.778789058,2.210505052,0.128624136,-0.859456937,-0.164433983
mol7344,3.48E+02,13.33289878,8.06078428,0.217718178,0.135359773,3.840266396
mol7345,1.45E+03,11.99316465,9.365989611,0.23641651,0.216440778,2.938733398
mol7346,4.24E+02,12.81636884,8.713317728,0.777601021,-1.027341543,1.41607923
mol7347,2.18E+02,13.68788282,7.157016838,0.612258415,-1.924138077,0.58888239
mol7348,3.09E+02,12.61220799,8.250867529,0.420173924,-2.175476967,1.031832627
mol7349,3.38E+02,4.619596023,7.604404401,0.586392844,-1.574844992,-1.018518752
mol7350,3.17E+02,3.273740732,7.879258371,0.107255911,-0.126961262,0.324358217
mol7351,2.89E+02,12.30350199,10.23939672,0.569420957,1.443900161,2.486842927
mol7352,4.95E+02,6.745435916,3.489532479,0.089493783,-1.369506261,1.544985038
mol7353,4.16E+02,11.57556933,7.228888756,0.0188114,-2.097128615,0.190094694
mol7354,3.39E+02,9.838904325,5.278799486,0.693301654,-1.520180109,2.031532689
mol7355,5.41E+02,9.362252436,2.099112864,0.001005781,2.913047386,2.791493057
mol7356,4.46E+02,13.18221179,8.809555687,0.178698781,-1.231704289,0.542395642
mol7357,4.93E+02,3.450074894,5.736976891,0.00964801,-0.713953334,2.256696955
mol7358,2.72E+02,13.13188087,8.18831031,0.19908262,-2.066510918,-1.195524478
mol7359,5.95E+02,12.94019839,6.904006079,2.62E-04,2.622997989,8.939887683
mol7360,1.85E+02,4.48425448,4.542281493,0.831034881,-2.669168021,0.428317422
mol7361,5.89E+02,11.95403697,3.634862746,0.0154548,-1.360609868,3.312384064
mol7362,1.64E+02,13.1447255,4.218299945,0.818913233,-0.286959415,0.351207519
mol7363,5.94E+02,11.77363959,0.776622816,0.241914556,-0.464906345,5.803523358
mol7364,8.55E+02,11.97355011,0.001938174,0.163666444,-1.757319148,3.978757113
mol7365,3.84E+02,3.553745362,7.413350638,0.079034444,-1.346315801,-0.62111789
mol7366,5.09E+02,3.185197301,1.673967995,0.979217516,-1.887880418,-1.65387384
mol7367,2.42E+02,9.636274001,8.222193877,0.437056407,-1.040655595,0.70018032
mol7368,2.46E+02,10.81670637,8.696865265,0.146737314,-1.277117951,0.193522201
mol7369,3.98E+02,9.887967854,4.425539854,0.973448608,-1.567565796,-0.188118751
mol7370,3.03E+02,11.27886029,8.994737752,0.931959188,-3.331171952,-0.685793978
mol7371,2.63E+02,4.149639222,10.22728979,0.099919975,2.972259723,1.877120591
mol7372,3.59E+02,10.43980001,9.581058151,0.153520332,-0.471843144,1.065859211
mol7373,3.22E+02,11.30890552,1.298665353,0.987613865,-0.752917987,0.956104873
mol7374,2.78E+02,1.844234738,3.44914301,0.089179547,-1.875330883,-0.948502077
mol7375,4.72E+02,10.22827505,1.752525637,0.938744412,-2.861287177,0.401672171
mol7376,3.67E+02,9.337307021,6.643121152,0.25214816,-2.998303138,-0.26883314
mol7377,3.67E+02,0.537617124,0.799611272,0.021854458,-0.099968765,0.663686669
mol7378,4.21E+02,9.890283062,0.827225137,0.082289843,0.155959046,1.502977013
mol7379,6.79E+02,7.256022236,5.683632092,0.004606621,2.919441247,3.184246893
mol7380,3.83E+02,12.70784516,7.505466706,0.765035439,-0.047067498,-0.261551208
mol7381,3.16E+02,13.02493844,4.115227339,0.94854642,-2.043640231,0.492568309
mol7382,3.99E+02,1.970316934,9.131042463,0.211836897,-2.827950054,-1.82557256
mol7383,2.67E+02,12.54209918,9.014946084,0.956917675,-2.733431394,-2.099795106
mol7384,7.93E+02,4.56511213,10.52945738,0.36194113,-0.994309963,1.991151986
mol7385,7.57E+02,0.767948365,8.825345926,0.983345815,-2.998167883,-2.683478734
mol7386,4.07E+02,12.48113135,0.687124923,0.07715906,-0.532967239,2.31774319
mol7387,5.30E+02,5.555921516,5.635671688,0.120383216,-1.890697168,-0.348763571
mol7388,3.75E+02,11.90318874,4.142338646,0.016554124,-2.787351641,3.256152924
mol7389,5.40E+02,11.84797296,8.530903029,0.01043732,1.997140777,4.373904295
mol7390,4.49E+02,0.714855462,5.066943825,0.055438755,-1.364433746,-1.50658436
mol7391,5.17E+02,12.75350778,7.60198293,0.942579983,-2.430818172,-1.304907262
mol7392,2.54E+02,10.65123475,2.280106447,0.534236689,-0.882509235,4.156733318
mol7393,2.57E+02,12.54758711,9.834483957,0.015191104,-0.66701876,4.699768588
mol7394,4.27E+02,13.29014705,10.1651946,0.230610461,-2.060623095,3.627302752
mol7395,3.35E+02,11.46622079,8.158176847,0.515851353,-2.540022555,1.022169969
mol7396,3.05E+02,8.120466538,1.028480184,0.186793365,-1.529786027,2.141692361
mol7397,2.90E+02,13.86676946,0.163404188,0.061151269,2.773275067,3.944573638
mol7398,4.99E+02,3.189204935,3.997854756,0.07137945,-1.138412354,0.598560113
mol7399,5.00E+02,5.065836359,8.649087876,0.092686588,-1.463701817,0.682853004
mol7400,4.77E+02,12.57130834,6.554003663,0.076734715,2.923932419,1.042471343
mol7401,4.06E+02,10.78514511,3.519103612,0.459217816,-0.966697899,0.686471969
mol7402,7.90E+02,0.708937088,3.860068509,0.16352705,-1.212632048,-0.056412324
mol7403,3.23E+02,11.68594937,8.729712336,0.70907048,-2.048372999,-1.459301256
mol7404,2.97E+02,9.002585124,7.782506348,0.934051598,-1.671849141,-1.690538227
mol7405,3.63E+02,13.7148544,5.388331877,0.992673531,-1.736691726,2.050703456
mol7406,4.04E+02,13.23718901,6.23814351,0.114401236,-1.03236903,2.574502777
mol7407,3.63E+02,0.037949143,0.066113885,0.041926697,0.029109063,5.164184166
mol7408,4.08E+02,7.311449277,8.394239774,0.706833974,-1.576789624,-0.724122538
mol7409,3.02E+02,0.049331613,7.303254164,0.921883421,-3.71382559,-2.18305174
mol7410,4.81E+02,2.749406044,0.658752441,0.047044787,-1.490014018,0.179394085
mol7411,3.58E+02,4.538271102,7.031517193,0.32904918,-1.141504808,-1.653147624
mol7412,3.94E+02,12.55205483,4.279653369,0.051919744,-0.258943887,0.227770286
mol7413,2.36E+02,13.6089133,1.405769608,0.20043955,-0.417228723,3.882055442
mol7414,3.51E+02,9.4176312,2.886755945,0.364212738,-0.744983847,-0.268639825
mol7415,4.90E+02,13.3341637,4.95089664,0.950141904,-1.815315214,0.135903481
mol7416,2.55E+02,13.24968536,3.926401205,0.645972219,-0.082443893,0.855804901
mol7417,3.49E+02,11.26204942,8.410288699,0.072021035,-1.385561826,1.368772443
mol7418,4.18E+02,3.437591533,4.660723252,0.089772152,-1.276661943,-0.843303936
mol7419,3.78E+02,4.764335426,5.917530642,0.129272779,-1.057836303,0.678881566
mol7420,2.67E+02,3.482955999,6.956522591,0.057937635,0.948162452,1.524164578
mol7421,2.78E+02,6.657721714,8.650995094,0.048854973,1.289183152,-0.794659198
mol7422,4.52E+02,2.522899894,0.68573402,0.155445346,-2.705804059,-0.529826425
mol7423,4.20E+02,3.85368802,6.446230867,0.156657597,-1.598375319,-2.138026382
mol7424,1.74E+02,9.265942101,6.738057806,0.825557808,1.450258812,-0.949753879
mol7425,3.36E+02,1.28247067,0.478178208,0.119230564,-3.092465427,-1.035561385
mol7426,3.15E+02,10.07098197,5.921309783,0.230246127,0.111339593,-0.423585017
mol7427,3.41E+02,8.854929818,0.867277477,0.957547089,-2.687033792,1.349569135
mol7428,2.63E+02,2.802353761,5.951447664,0.010050956,-1.655224578,2.175763583
mol7429,3.32E+02,2.265795601,1.886264218,0.975664664,-2.603118565,-1.939437875
mol7430,2.21E+02,12.21916698,3.460477762,0.119071875,-0.36829973,1.329994388
mol7431,3.27E+02,9.296781852,8.673052534,0.390481194,-2.094953694,0.10170535
mol7432,2.58E+02,12.10869319,4.634089018,0.889378235,-2.809726887,-2.268237323
mol7433,2.33E+02,11.57343458,0.654563955,0.931590132,-0.368005014,-0.626849675
mol7434,3.11E+02,13.65058096,8.43827164,0.967945661,-2.205736794,-0.331935963
mol7435,3.77E+02,9.463599741,9.054685191,0.984871554,-2.991516301,-2.31456766
mol7436,6.41E+02,8.454857924,5.083976662,0.016574717,1.266164685,4.47652656
mol7437,4.00E+02,13.06444268,10.26899332,0.975017876,-1.81064937,-0.342673793
mol7438,3.26E+02,0.601777375,0.158574816,0.184358589,0.651201546,-1.434474045
mol7439,3.15E+02,10.87652993,10.51730801,0.613789161,-2.83596826,-0.863877127
mol7440,3.36E+02,8.690718093,5.09921268,0.076647807,-0.525383665,2.415086915
mol7441,3.88E+02,3.541463949,7.899700799,0.14218977,1.493908092,1.633573045
mol7442,2.99E+02,10.39803827,8.724060868,0.20501743,0.456281058,-2.445339399
mol7443,3.24E+02,13.01279947,9.629367509,0.475324152,2.982371931,1.424533452
mol7444,4.00E+02,13.8136715,4.450865631,0.014464328,-1.638788119,2.066327095
mol7445,5.04E+02,13.56005999,0.178627352,0.065485516,-0.758186466,2.908659795
mol7446,2.66E+02,9.677752091,3.2015184,0.109229586,0.607478662,2.56667
mol7447,2.34E+02,5.049107361,8.507191649,0.34701755,-1.857508541,-0.690582773
mol7448,7.12E+02,2.876150607,2.520176095,0.027411989,2.818181341,3.732676676
mol7449,2.58E+02,10.22498289,9.702592242,0.646626025,-1.911138034,0.661217651
mol7450,4.57E+02,11.88005916,5.138369513,0.873901486,-1.08258998,1.492078108
mol7451,3.25E+02,2.748255561,0.635469776,0.163020391,-1.141913924,-1.879494897
mol7452,6.68E+02,4.07281377,8.402159081,0.588564275,-1.749402707,-1.010098413
mol7453,3.37E+02,8.9499646,9.610228769,0.041733408,-2.247267149,1.473631193
mol7454,2.87E+02,12.84895211,7.461061028,0.75141777,-1.020213147,1.499123321
mol7455,2.55E+02,7.77171416,0.237924041,0.824085446,-2.64731151,0.244846578
mol7456,3.57E+02,12.18098833,1.780589457,0.996380568,-2.798271223,-2.086574729
mol7457,4.03E+02,1.713919877,8.224503632,0.118292751,-1.778702532,1.79089792
mol7458,4.18E+02,10.71371694,0.453134402,0.045959773,-2.638938062,0.543444745
mol7459,5.84E+02,11.81813893,9.272517419,0.990065624,-3.951739358,-2.364675332
mol7460,4.06E+02,10.64160544,3.970533204,0.170159847,-0.950655195,0.865118256
mol7461,2.38E+02,13.663054,9.381836656,0.954905072,1.245674414,3.636605581
mol7462,3.61E+02,3.809625979,1.01519217,0.027994372,-2.658083973,-0.780828831
mol7463,2.46E+02,13.90366243,9.70609405,0.030306946,0.044344539,4.82130258
mol7464,3.85E+02,7.44879988,0.510993179,0.206062209,-0.314266839,-1.684068177
mol7465,1.11E+02,4.233565393,8.988215648,0.918087336,-2.047674509,-1.465391782
mol7466,3.56E+02,1.548041485,0.243598584,0.727327755,-1.38468393,1.861196854
mol7467,4.59E+02,13.60626466,1.748781428,0.105713826,-2.057627287,4.45650765
mol7468,2.96E+02,9.812451545,1.104026564,0.534855758,1.511036996,-0.38687354
mol7469,4.55E+02,12.90501158,5.903311221,0.034248044,-0.566182296,1.315192388
mol7470,5.72E+02,4.966646956,8.786453813,0.126547368,-0.218492082,0.638277576
mol7471,5.83E+02,3.92530474,9.334988915,0.060622969,-0.597989761,-0.90579567
mol7472,1.77E+02,13.60499908,0.581557062,0.059768455,-2.379746402,6.36306138
mol7473,3.54E+02,9.666112764,0.294263125,0.307912997,-0.005599721,2.555227171
mol7474,3.45E+02,12.64237941,8.785604516,0.063980931,-1.019960421,0.341046766
mol7475,1.73E+02,6.048591467,4.791806444,0.188839031,0.540594385,2.419513012
mol7476,3.04E+02,13.43301642,1.909706197,0.459227497,-1.790048901,4.381692774
mol7477,4.38E+02,13.5808841,8.72652467,0.063792163,-0.852450905,0.287729937
mol7478,2.33E+02,12.70254961,1.401747853,0.44720622,2.753302366,0.595706496
mol7479,2.72E+02,1.799323757,2.615683389,0.050224373,-2.656614471,0.096575328
mol7480,5.32E+02,3.0754078,0.764710493,0.748486235,0.17319743,-1.075516263
mol7481,3.66E+02,4.38623967,7.397212916,0.018250865,-1.057764265,1.795721555
mol7482,1.02E+02,9.961399132,3.182073986,0.30832127,-2.075740748,0.225605241
mol7483,3.97E+02,11.91216676,11.12014654,0.286708264,-0.987622868,1.019520724
mol7484,3.28E+02,10.55115964,7.437385297,0.14547628,-1.118968738,3.497576836
mol7485,3.87E+02,11.96963687,8.835028893,0.067054925,-0.475407751,4.891342956
mol7486,2.70E+02,3.899974356,1.464964341,0.013952168,-2.3168574,0.643273135
mol7487,2.59E+02,12.7418035,8.479428345,0.076456324,0.645672351,2.505533826
mol7488,5.99E+02,6.054422239,1.858716825,0.954606376,2.172377635,2.938833019
mol7489,3.00E+02,12.32676987,8.976727149,0.949153982,-2.896637775,-1.085844052
mol7490,2.45E+02,2.576861735,0.48632035,0.077274799,-1.349848153,0.270528153
mol7491,8.28E+02,11.29955915,9.730794998,0.630847958,-1.153800198,4.673529033
mol7492,3.91E+02,8.286255987,0.218692228,0.18822225,-0.613307594,1.942744398
mol7493,1.71E+02,12.21102804,4.24207132,0.069291176,2.945631981,3.826405741
mol7494,3.39E+02,11.19139788,3.15453799,0.169829601,-0.232214995,0.07429405
mol7495,6.74E+02,6.7784104,7.046454909,0.060478346,-2.409783047,1.458000177
mol7496,1.92E+02,3.079958463,1.582535924,0.864033255,-2.59896045,-2.218576068
mol7497,4.23E+02,13.75718479,8.647232712,0.651681782,0.868218213,-0.45592916
mol7498,4.21E+02,4.10966152,8.819917325,0.157275522,0.377433251,0.474067939
mol7499,5.25E+02,0.641766061,5.817127394,0.008370138,-1.24368363,1.695866117
mol7500,4.86E+02,12.74057917,0.909891369,0.059735376,-1.18978441,0.451787765
mol7501,2.92E+02,3.074065,5.333097626,0.006402831,-1.891247022,-0.265087162
mol7502,2.78E+02,13.80563198,0.164586505,0.012728863,0.468144224,5.585300236
mol7503,2.36E+02,9.309706608,8.052806869,0.639910681,0.063127852,2.897324051
mol7504,4.37E+02,11.38844278,7.844734983,0.209031012,-1.664370248,-0.444518925
mol7505,3.23E+02,8.981750892,11.85324627,0.062476015,0.232650969,-0.216976547
mol7506,5.05E+02,12.7459561,1.808290809,0.35851317,-1.91234491,1.201238683
mol7507,8.13E+02,13.53645202,9.060898661,0.198682001,-1.687389404,-0.128475486
mol7508,1.96E+02,10.16857991,6.651176701,0.218062171,2.800206514,-1.843393627
mol7509,4.86E+02,13.89123001,10.76287858,0.018799544,2.964298184,4.124122432
mol7510,1.44E+02,9.37045814,0.52649398,0.042711832,-1.397598151,2.30301072
mol7511,2.76E+02,12.75506147,9.562413406,0.062483857,-2.693548706,3.63011116
mol7512,1.02E+03,11.99173681,3.658129878,0.022605537,-1.593420329,1.298092627
mol7513,4.95E+02,11.10177642,1.000419589,0.187051883,-1.765753907,1.080872654
mol7514,3.65E+02,9.330203283,6.386785311,0.759626388,-1.602803295,1.149383306
mol7515,7.24E+02,7.968722419,1.163853386,0.214213976,-0.736775819,3.148069088
mol7516,3.54E+02,1.288932489,1.909634982,0.162670614,-2.223823104,2.045589602
mol7517,3.41E+02,10.76465743,7.29896499,0.344883957,1.768461624,6.77587772
mol7518,4.04E+02,11.89591342,3.224365627,0.002435143,-0.274656718,3.740458515
mol7519,5.92E+02,11.83713294,11.41977429,0.154172727,0.107115198,-0.20528627
mol7520,2.64E+02,11.53003281,6.886360414,0.95367033,-0.929737923,7.08150825
mol7521,8.91E+02,11.05331249,7.552346731,0.006899799,-1.972286664,3.20632254
